O*NET-SOC Code,Title,Deductive Reasoning,Finger Dexterity,Fluency of Ideas,Inductive Reasoning,Manual Dexterity,Mathematical Reasoning,Near Vision,Number Facility,Oral Comprehension,Oral Expression,Originality,Problem Sensitivity,Endurance,Visualization,Written Comprehension,Written Expression,Artistic,Conventional,Enterprising,Investigative,Realistic,Social,Achievement/Effort,Adaptability/Flexibility,Analytical Thinking,Concern for Others,Cooperation,Dependability,Initiative,Innovation,Integrity,Leadership,Persistence,Self-Control,Social Orientation,Stress Tolerance,Independence,Career Number,Relevant O*NET-SOC Code,Career Name,Group Name,Prestige,Salary,Geographic Flexibility,Career Flexibility,Job Security,Physical Ease,Job Growth Prospects,Emotional Ease,Career Stability,Work-Life Balance,Status Quo with Growth,Aspirational Career 1,Aspirational Career 2,Aspirational Career 3,Aspirational Career 4,Summary Description
15-1221.00,Computer and Information Research Scientists,0.8588149231894661,0.5370967741935484,0.8621502209131076,0.7348656523146646,0.3302701197438039,0.6393478260869566,0.6393786733837113,0.6708074534161491,0.7075471698113206,0.7479022254651585,0.8152403991533113,0.5878925218517318,0.0,0.6950788034737858,0.7118699186991868,0.7305331179321487,0.3099999999999999,0.5880149812734081,0.2366666666666666,1.0,0.49,0.1733333333333333,0.6244725738396624,0.550925925925926,0.8792569659442727,0.3563636363636363,0.6210045662100456,0.2808988764044944,0.579646017699115,0.7208480565371026,0.4907407407407407,0.5650793650793652,0.4894514767932489,0.0499999999999998,0.4419354838709677,0.465863453815261,0.6105769230769229,46,15-1221.00,Computer Research Scientist,Technology Design & Research,88,80,80,74,68,96,80,60,76,54,Senior Research Scientist,Chief Technology Officer (CTO),AI Lab Director,Tech Innovator Founder,Professor of Computer Science,Push tech’s frontiers—dream up the next big digital breakthrough!
15-1242.00,Database Administrators,0.7446964155084125,0.2717741935483871,0.6612665684830634,0.631919715118161,0.239766081871345,0.5260869565217392,0.5696893366918557,0.5714285714285715,0.6045283018867925,0.5654870485224371,0.6041729664348352,0.5519585626416313,0.0327779295274515,0.5789642972016726,0.6865040650406504,0.6342487883683358,0.05,0.9194756554307116,0.3099999999999999,0.6266666666666666,0.2833333333333333,0.2133333333333333,0.5105485232067508,0.5324074074074074,0.6470588235294118,0.3636363636363636,0.54337899543379,0.4325842696629216,0.5486725663716812,0.5229681978798587,0.6018518518518516,0.4190476190476191,0.620253164556962,0.375,0.4967741935483871,0.4979919678714859,0.3701923076923075,39,15-1242.00,Robotics Software Developer,Technology Development,86,82,86,80,64,96,82,58,76,48,Senior Robotics Developer,Robotics Division Head,Tech Startup Founder,Automation Consultant,AI Robotics Director,Program robots to rule—make machines dance to your code!
15-1253.00,Software Quality Assurance Analysts and Testers,0.731528895391368,0.3494623655913978,0.5923416789396172,0.6474587245063126,0.3519910888331941,0.4817391304347826,0.5533165407220825,0.4173913043478261,0.6362264150943394,0.6789492885808098,0.5588146356214092,0.6024603431531238,0.0,0.4692827275651335,0.7138211382113819,0.7240710823909532,0.1149999999999999,0.752808988764045,0.095,0.7933333333333333,0.4666666666666667,0.0883333333333332,0.5738396624472573,0.7685185185185184,0.8637770897832816,0.4,0.7716894977168951,0.6348314606741572,0.6150442477876106,0.6042402826855123,0.7314814814814812,0.4952380952380953,0.7130801687763715,0.5149999999999999,0.3838709677419354,0.5823293172690762,0.4230769230769229,37,15-1253.00,Cloud Engineer,Technology Development,80,80,90,80,66,94,80,60,76,50,Senior Cloud Engineer,Cloud Infrastructure Director,Tech Firm CTO,Cloud Solutions Consultant,SaaS Startup Founder,Rule the skies of tech—store the world’s data in the cloud!
15-1254.00,Web Developers,0.7008046817849306,0.571236559139785,0.6880706921944035,0.4739397863386205,0.3620161514898357,0.5104347826086957,0.6011754827875736,0.5279503105590063,0.5566037735849058,0.4742794600510763,0.6404596310855761,0.4804143735836838,0.0,0.6658089417819235,0.6039024390243903,0.5269789983844911,0.345,0.6423220973782773,0.315,0.6766666666666666,0.3249999999999999,0.2066666666666667,0.5316455696202529,0.6250000000000002,0.7430340557275542,0.1818181818181817,0.4474885844748859,0.50561797752809,0.6017699115044246,0.7208480565371026,0.5185185185185184,0.3206349206349207,0.6835443037974684,0.1899999999999999,0.2612903225806451,0.6024096385542168,0.46634615384615374,38,15-1254.00,Web Developer,Technology Development,76,74,84,78,60,94,76,62,72,52,Senior Web Developer,Web Development Director,Digital Agency Founder,Full-Stack Architect,E-Commerce Tech Lead,Design websites that wow—spin the web everyone surfs daily!
15-1255.01,Video Game Designers,0.6543525969275786,0.4967741935483871,0.9116347569955818,0.5908060861120104,0.3620161514898357,0.4817391304347826,0.7128463476070531,0.5505590062111801,0.5909433962264151,0.6019700839109815,0.8720895071061385,0.5224991906765942,0.0,0.7076230299131554,0.6904065040650407,0.7240710823909532,0.9033333333333332,0.4138576779026218,0.5033333333333333,0.5166666666666667,0.2799999999999999,0.225,0.7637130801687761,0.837962962962963,0.7368421052631581,0.3272727272727272,0.7488584474885847,0.49438202247191,0.7566371681415927,0.8374558303886926,0.0740740740740741,0.5174603174603175,0.7383966244725739,0.0699999999999998,0.5032258064516129,0.678714859437751,0.31730769230769207,40,15-1255.01,AR/VR Developer,Technology Development,80,78,88,80,62,94,80,56,74,50,Senior AR/VR Developer,AR/VR Product Director,Immersive Tech Founder,Gaming Studio Head,Metaverse Architect,Create wild virtual worlds—bring dreams to life with goggles on!
15-1255.01,Video Game Designers,0.6543525969275786,0.4967741935483871,0.9116347569955818,0.5908060861120104,0.3620161514898357,0.4817391304347826,0.7128463476070531,0.5505590062111801,0.5909433962264151,0.6019700839109815,0.8720895071061385,0.5224991906765942,0.0,0.7076230299131554,0.6904065040650407,0.7240710823909532,0.9033333333333332,0.4138576779026218,0.5033333333333333,0.5166666666666667,0.2799999999999999,0.225,0.7637130801687761,0.837962962962963,0.7368421052631581,0.3272727272727272,0.7488584474885847,0.49438202247191,0.7566371681415927,0.8374558303886926,0.0740740740740741,0.5174603174603175,0.7383966244725739,0.0699999999999998,0.5032258064516129,0.678714859437751,0.31730769230769207,98,15-1255.01,Video Game Designer,Creative & Media Arts,76,72,80,72,56,90,74,60,62,54,Senior Game Designer,Game Studio CEO,Interactive Media Director,Game Tech Founder,Creative Director (Gaming),Craft gaming thrills—build worlds players adore!
15-1299.08,Computer Systems Engineers/Architects,0.7282370153621068,0.4061827956989247,0.7484536082474227,0.6202654580770475,0.2614870509607351,0.5543478260869565,0.586062132661629,0.6109316770186336,0.6792452830188681,0.6483035388544326,0.8358028424553978,0.6296536095823891,0.0,0.5886137021550337,0.7138211382113819,0.8113085621970922,0.1616666666666666,0.7041198501872659,0.3016666666666666,0.7949999999999999,0.555,0.1733333333333333,0.7341772151898733,0.7453703703703705,0.8978328173374613,0.3090909090909092,0.54337899543379,0.589887640449438,0.721238938053097,0.8798586572438164,0.6157407407407407,0.6507936507936508,0.767932489451477,0.4599999999999999,0.4548387096774193,0.6867469879518071,0.5721153846153846,44,15-1299.08,IT Project Coordinator,Technology Design & Research,70,68,64,72,66,90,72,64,72,56,Senior IT Project Manager,Chief Information Officer (CIO),IT Consulting Partner,Program Management Director,Tech Operations VP,Lead tech teams to victory—make big IT projects happen flawlessly!
15-2011.00,Actuaries,0.8280907095830284,0.1344086021505375,0.6727540500736378,0.7348656523146646,0.0,0.8769565217391306,0.654492023509656,0.906335403726708,0.7075471698113206,0.7479022254651585,0.5787723011793167,0.5752670767238587,0.0,0.4027018333869411,0.7752845528455283,0.762843295638126,0.03,0.8576779026217227,0.4016666666666667,0.5733333333333334,0.1349999999999999,0.245,0.713080168776371,0.5740740740740742,0.9659442724458204,0.1309090909090908,0.3972602739726028,0.6404494382022472,0.6637168141592917,0.4840989399293286,0.8333333333333333,0.5111111111111112,0.5949367088607596,0.1499999999999999,0.2032258064516128,0.3333333333333332,0.39903846153846123,28,15-2011.00,Actuary,Finance & Investment,84,80,68,70,70,94,76,64,80,58,Senior Actuary,Chief Actuary,Insurance Company CEO,Risk Modeling Consultant,Financial Forecasting Director,Predict the future with math—turn numbers into insurance gold!
15-2041.00,Statisticians,0.8280907095830284,0.3868279569892473,0.6995581737849779,0.7474910974425379,0.0,0.9017391304347826,0.7279596977329975,0.9468322981366458,0.7358490566037735,0.7752645020065668,0.6268521318415483,0.4260278407251537,0.0,0.4985525892569959,0.7996747967479674,0.8481421647819062,0.1266666666666666,0.7996254681647941,0.1366666666666667,0.9383333333333334,0.1783333333333332,0.1149999999999999,0.6371308016877635,0.3981481481481481,0.8761609907120743,0.1818181818181817,0.5205479452054795,0.5505617977528092,0.4469026548672563,0.6077738515901062,0.7222222222222221,0.4222222222222221,0.6118143459915613,0.3199999999999998,0.3419354838709677,0.4377510040160641,0.533653846153846,34,15-2041.00,Machine Learning Engineer,Technology Development,88,86,90,84,64,96,84,56,78,46,Senior ML Engineer,AI Research Director,Tech Firm CTO,AI Startup Founder,Machine Learning Consultant,Teach machines to think—create AI that’s smarter than your smartphone!
15-2051.01,Business Intelligence Analysts,0.7688368690563275,0.2069892473118279,0.7263622974963182,0.6960181288442862,0.0,0.6067391304347827,0.4063811922753989,0.6385093167701864,0.6928301886792453,0.7336738416636265,0.6068944662836409,0.4134023955972806,0.0,0.3020263750402058,0.7782113821138212,0.8142164781906299,0.1583333333333333,0.7397003745318351,0.5766666666666667,0.7433333333333333,0.02,0.1466666666666666,0.6160337552742614,0.5833333333333335,0.9411764705882352,0.2909090909090909,0.5662100456621004,0.6516853932584268,0.7300884955752212,0.5653710247349825,0.6712962962962963,0.4793650793650795,0.7130801687763715,0.1149999999999999,0.3387096774193548,0.4257028112449799,0.5576923076923075,63,15-2051.01,Data Analyst,Science & Research,74,70,76,80,64,92,72,64,74,56,Senior Data Analyst,Chief Analytics Officer,Data Consulting Founder,Business Intelligence Director,Analytics Product Manager,Crack data codes—find secrets that boost businesses!
15-2051.02,Clinical Data Managers,0.7896854425749816,0.2962365591397849,0.6506627393225333,0.6086112010359337,0.1058201058201057,0.5982608695652174,0.629722921914358,0.6109316770186336,0.6509433962264147,0.6789492885808098,0.593286967039613,0.5519585626416313,0.0,0.3251849469282727,0.7265040650406502,0.7473344103392568,0.0249999999999999,0.9756554307116104,0.3833333333333333,0.7849999999999999,0.0483333333333333,0.2583333333333332,0.6160337552742614,0.4907407407407409,0.7213622291021672,0.3818181818181817,0.6118721461187218,0.5786516853932584,0.5575221238938051,0.4487632508833922,0.7453703703703705,0.6761904761904763,0.6118143459915613,0.2949999999999999,0.5516129032258064,0.5783132530120481,0.2932692307692306,77,15-2051.02,Clinical Data Analyst,Healthcare & Wellness,76,70,72,76,66,92,74,62,74,56,Senior Clinical Data Analyst,Health Informatics Director,Clinical Research Consultant,Healthcare Analytics Founder,Hospital Data Officer,Crunch health numbers—make medicine smarter and sharper!
17-1011.00,"Architects, Except Landscape and Naval",0.8412582297000731,0.4271505376344087,0.9098674521354932,0.6591129815474261,0.341130604288499,0.5954347826086958,0.7405541561712848,0.7209937888198757,0.7222641509433959,0.7621306092666907,0.8838826731176292,0.6510197474910974,0.0,1.0,0.7391869918699188,0.7744749596122779,0.5916666666666667,0.4606741573033707,0.4083333333333333,0.53,0.7016666666666667,0.2516666666666666,0.6793248945147676,0.6527777777777777,0.8606811145510836,0.5854545454545453,0.8036529680365296,0.707865168539326,0.7920353982300883,0.6996466431095406,0.712962962962963,0.6920634920634922,0.6919831223628694,0.4249999999999998,0.5516129032258064,0.7389558232931726,0.44711538461538436,50,17-1011.00,Architect,Engineering: Built Environment,84,74,58,62,64,86,76,64,70,58,Senior Architect,Architectural Firm Partner,Real Estate Developer,Design Director,Sustainable Architecture Consultant,Draft dream buildings—design homes and towers that stun!
17-2011.00,Aerospace Engineers,0.8138258961228967,0.396505376344086,0.7731958762886597,0.671738426675299,0.0,0.7480434782608697,0.6242653232577667,0.693416149068323,0.690566037735849,0.7172564757387815,0.7408527366192923,0.6024603431531238,0.0,0.6719202315857189,0.8386991869918698,0.8084006462035541,0.2416666666666666,0.5561797752808988,0.2633333333333333,0.8566666666666664,0.7283333333333333,0.0466666666666666,0.6708860759493669,0.6620370370370372,0.8482972136222912,0.2618181818181818,0.4931506849315068,0.5337078651685392,0.654867256637168,0.7385159010600709,0.4814814814814814,0.4952380952380953,0.628691983122363,0.135,0.3483870967741935,0.6586345381526102,0.48076923076923084,59,17-2011.00,Aerospace Engineer,Engineering: Advanced Systems,88,78,66,68,66,84,78,58,72,54,Senior Aerospace Engineer,Aerospace Program Director,Aviation Startup Founder,Aerospace Consultant,Space Tech Innovator,Rocket to the stars—design planes and spacecraft that soar!
17-2031.00,Bioengineers and Biomedical Engineers,0.8445501097293345,0.5145161290322581,0.7837997054491899,0.7474910974425379,0.341130604288499,0.7239130434782608,0.6624685138539045,0.7031055900621118,0.7358490566037735,0.7314848595403137,0.9038403386755368,0.6636451926189703,0.0,0.7909295593438403,0.8152845528455284,0.784168012924071,0.2166666666666667,0.3970037453183521,0.0966666666666667,1.0,0.7616666666666666,0.3183333333333332,0.7763713080168775,0.5416666666666667,0.8049535603715171,0.4654545454545454,0.7397260273972601,0.6067415730337076,0.747787610619469,0.7950530035335689,0.8287037037037035,0.4920634920634922,0.767932489451477,0.3799999999999999,0.3806451612903225,0.4176706827309235,0.4759615384615383,60,17-2031.00,Biomedical Engineer,Engineering: Advanced Systems,84,74,64,70,64,86,76,60,70,56,Senior Biomedical Engineer,Medical Device CEO,Health Tech Innovator,Biomedical Consultant,Hospital Tech Director,Heal with tech—create gadgets that save lives!
17-2051.00,Civil Engineers,0.8280907095830284,0.3413978494623656,0.8247422680412371,0.6474587245063126,0.0,0.7480434782608697,0.654492023509656,0.7763975155279504,0.7358490566037735,0.7752645020065668,0.702449349863925,0.6636451926189703,0.0,0.8559022193631394,0.7996747967479674,0.762843295638126,0.1916666666666666,0.5561797752808988,0.3166666666666666,0.6849999999999999,0.8933333333333332,0.1316666666666666,0.5358649789029533,0.4537037037037037,0.8080495356037153,0.3090909090909092,0.4109589041095891,0.707865168539326,0.6238938053097343,0.5477031802120144,0.8009259259259258,0.5555555555555557,0.4894514767932489,0.4499999999999999,0.3612903225806452,0.5220883534136544,0.3653846153846152,48,17-2051.00,Civil Engineer,Engineering: Built Environment,80,72,56,64,70,80,74,64,76,60,Senior Civil Engineer,Infrastructure Project Director,Construction Firm CEO,Civil Engineering Consultant,Urban Planning Director,Build bridges and cities—shape India’s skyline with your designs!
17-2051.01,Transportation Engineers,0.8138258961228967,0.2419354838709677,0.8247422680412371,0.6843638718031724,0.1392369813422443,0.7154347826086958,0.654492023509656,0.7990062111801243,0.7075471698113206,0.7479022254651585,0.6797701844572119,0.6510197474910974,0.0,0.8559022193631394,0.7752845528455283,0.7744749596122779,0.1783333333333332,0.5711610486891385,0.3400000000000001,0.6366666666666667,0.7616666666666666,0.16,0.5611814345991559,0.5231481481481481,0.7739938080495355,0.2909090909090909,0.6484018264840186,0.4662921348314603,0.6238938053097343,0.4770318021201415,0.8101851851851849,0.5174603174603175,0.4008438818565401,0.2249999999999998,0.2903225806451612,0.3975903614457832,0.21153846153846145,53,17-2051.01,Transportation Engineer,Engineering: Built Environment,78,70,54,62,70,80,72,64,76,62,Senior Transportation Engineer,Transportation Authority Director,Infrastructure Consultant,Transit System CEO,Smart Mobility Innovator,Keep India moving—build roads and rails for the future!
17-2061.00,Computer Hardware Engineers,0.758961228968544,0.5161290322580646,0.7110456553755522,0.6591129815474261,0.4007240323029796,0.5430434782608695,0.5533165407220825,0.6109316770186336,0.7075471698113206,0.6789492885808098,0.7553674024795889,0.5636128196827451,0.0,0.720167256352525,0.7508943089430895,0.7179321486268174,0.1399999999999999,0.6779026217228465,0.1466666666666666,0.7733333333333333,0.7983333333333333,0.1316666666666666,0.6075949367088607,0.3981481481481481,0.8513931888544891,0.2109090909090908,0.5296803652968038,0.3426966292134832,0.6150442477876106,0.7844522968197879,0.4907407407407407,0.4063492063492064,0.5822784810126584,0.2349999999999998,0.2451612903225807,0.465863453815261,0.38942307692307665,58,17-2061.00,Electrical Engineer,Engineering: Advanced Systems,82,74,62,72,70,82,76,60,76,56,Senior Electrical Engineer,Power Systems Director,Electronics Firm CEO,Energy Consultant,Smart Grid Innovator,Light up the world—wire cities with electric magic!
17-2081.00,Environmental Engineers,0.758961228968544,0.2069892473118279,0.8141384388807069,0.6960181288442862,0.0,0.6230434782608696,0.6078925272879935,0.693416149068323,0.6928301886792453,0.7074060561838745,0.8082854550952527,0.5878925218517318,0.0,0.6426503698938564,0.7899186991869918,0.8355411954765751,0.1733333333333333,0.4925093632958802,0.35,0.8516666666666667,0.6916666666666667,0.2016666666666666,0.5232067510548521,0.4814814814814816,0.7461300309597524,0.4363636363636364,0.6255707762557077,0.5393258426966292,0.4601769911504423,0.4911660777385159,0.8101851851851849,0.4761904761904761,0.4599156118143461,0.3399999999999998,0.3483870967741935,0.4538152610441766,0.2980769230769229,54,17-2081.00,Water Resources Engineer,Engineering: Built Environment,76,68,52,60,72,80,70,66,78,64,Senior Water Engineer,Water Management Director,Environmental Firm Founder,Hydrology Consultant,Infrastructure Policy Advisor,Control water’s flow—save droughts and floods with your genius!
17-2081.00,Environmental Engineers,0.758961228968544,0.2069892473118279,0.8141384388807069,0.6960181288442862,0.0,0.6230434782608696,0.6078925272879935,0.693416149068323,0.6928301886792453,0.7074060561838745,0.8082854550952527,0.5878925218517318,0.0,0.6426503698938564,0.7899186991869918,0.8355411954765751,0.1733333333333333,0.4925093632958802,0.35,0.8516666666666667,0.6916666666666667,0.2016666666666666,0.5232067510548521,0.4814814814814816,0.7461300309597524,0.4363636363636364,0.6255707762557077,0.5393258426966292,0.4601769911504423,0.4911660777385159,0.8101851851851849,0.4761904761904761,0.4599156118143461,0.3399999999999998,0.3483870967741935,0.4538152610441766,0.2980769230769229,55,17-2081.00,Environmental Engineer,Engineering: Built Environment,78,70,58,66,68,82,72,64,74,62,Senior Environmental Engineer,Chief Sustainability Engineer,Green Tech Startup Founder,Environmental Consultant,Climate Policy Director,Clean up the planet—engineer a greener
17-2112.00,Industrial Engineers,0.7446964155084125,0.2865591397849462,0.6880706921944035,0.671738426675299,0.0334168755221387,0.5508695652173914,0.586062132661629,0.6206211180124224,0.6509433962264147,0.7074060561838745,0.657091019050499,0.5636128196827451,0.1037967768369297,0.6908973946606627,0.7391869918699188,0.7870759289176089,0.1083333333333332,0.702247191011236,0.42,0.6466666666666666,0.6166666666666667,0.0666666666666666,0.721518987341772,0.7268518518518519,0.777089783281734,0.4909090909090908,0.6484018264840186,0.6910112359550564,0.6460176991150439,0.7385159010600709,0.6898148148148147,0.6952380952380953,0.7046413502109705,0.6499999999999999,0.4516129032258064,0.6827309236947792,0.7067307692307689,56,17-2112.00,Industrial Engineer,Engineering: Built Environment,74,68,56,68,66,84,70,64,72,60,Senior Industrial Engineer,Manufacturing Director,Operations Consultant,Factory Automation CEO,Supply Chain Optimizer,Streamline factories—make production fast
17-2141.00,Mechanical Engineers,0.797366495976591,0.4862903225806452,0.7378497790868925,0.631919715118161,0.2043998886104149,0.7480434782608697,0.6393786733837113,0.7724223602484473,0.7222641509433959,0.6344399854067858,0.702449349863925,0.5752670767238587,0.0,0.7764554519137987,0.7752845528455283,0.6048465266558966,0.1999999999999999,0.5599250936329587,0.1266666666666666,0.7166666666666667,0.933333333333333,0.0166666666666666,0.5949367088607593,0.7175925925925928,0.9318885448916412,0.4145454545454546,0.7351598173515983,0.713483146067416,0.566371681415929,0.9752650176678443,0.7453703703703705,0.7111111111111111,0.658227848101266,0.48,0.5387096774193547,0.606425702811245,0.5769230769230766,57,17-2141.00,Mechanical Engineer,Engineering: Advanced Systems,80,72,60,70,68,80,74,62,74,58,Senior Mechanical Engineer,Engineering Division Head,Product Design Firm Founder,Automotive Consultant,Energy Systems Director,Power machines to life—build engines that roar and roll!
17-2199.07,Photonics Engineers,0.8544257498171178,0.5467741935483872,0.8468335787923416,0.6960181288442862,0.5012531328320802,0.7565217391304349,0.6162888329135182,0.751552795031056,0.690566037735849,0.6982852973367385,0.8645297853039009,0.5458077047588216,0.0,0.7433258282405919,0.7996747967479674,0.7957996768982228,0.2883333333333333,0.4606741573033707,0.1199999999999999,0.8183333333333332,0.8033333333333332,0.0666666666666666,0.6202531645569618,0.5277777777777779,0.86687306501548,0.1163636363636363,0.3059360730593607,0.4382022471910112,0.3893805309734512,0.7491166077738517,0.537037037037037,0.3333333333333333,0.518987341772152,0.0649999999999999,0.0870967741935483,0.4618473895582329,0.2932692307692306,61,17-2199.07,Robotics Engineer,Engineering: Advanced Systems,86,76,68,72,66,84,80,58,74,54,Senior Robotics Engineer,Robotics Division Head,Automation Startup Founder,Robotics Consultant,AI Systems Director,Build robot buddies—engineer the future of automation!
17-2199.08,Robotics Engineers,0.8138258961228967,0.7623655913978495,0.8621502209131076,0.6960181288442862,0.6404901141743247,0.7480434782608697,0.6624685138539045,0.7120496894409939,0.7222641509433959,0.703028091937249,0.892047172664046,0.6665587568792487,0.0,0.9334191058218076,0.7996747967479674,0.7957996768982228,0.1349999999999999,0.544943820224719,0.1233333333333333,0.7983333333333333,0.85,0.0716666666666666,0.7510548523206746,0.6527777777777777,0.845201238390093,0.3818181818181817,0.6027397260273972,0.5505617977528092,0.7035398230088497,0.8197879858657245,0.6435185185185186,0.526984126984127,0.7383966244725739,0.395,0.3161290322580644,0.5903614457831325,0.46153846153846145,62,17-2199.08,Renewable Energy Engineer,Engineering: Advanced Systems,80,72,64,70,68,82,74,62,72,58,Senior Renewable Energy Engineer,Energy Sector CEO,Green Tech Founder,Sustainability Consultant,Power Grid Innovator,Harness sun and wind—power India with green energy!
17-2199.10,Wind Energy Engineers,0.7425018288222384,0.4637096774193548,0.6506627393225333,0.5791518290708966,0.0696184906711222,0.7041304347826088,0.4609571788413099,0.7142857142857144,0.5018867924528302,0.5490696825975921,0.6404596310855761,0.4260278407251537,0.0,0.7024766806046958,0.6822764227642277,0.6109854604200323,0.2033333333333333,0.4606741573033707,0.3533333333333334,0.59,0.8166666666666667,0.0716666666666666,0.7341772151898733,0.7777777777777779,0.8854489164086689,0.4145454545454546,0.6438356164383561,0.6460674157303372,0.7743362831858405,0.7526501766784454,0.7083333333333333,0.707936507936508,0.7299578059071732,0.5,0.4483870967741935,0.7349397590361444,0.6923076923076918,52,17-2199.10,Structural Engineer,Engineering: Built Environment,82,72,56,64,68,82,74,62,74,60,Senior Structural Engineer,Structural Design Director,Construction CEO,Engineering Consultant,Bridge Design Specialist,Make buildings stand tall—design bones for skyscrapers!
17-2199.11,Solar Energy Systems Engineers,0.758961228968544,0.3801075268817204,0.840942562592047,0.631919715118161,0.4062935115566694,0.6517391304347827,0.4991603694374477,0.6273291925465839,0.6132075471698114,0.6898941991973732,0.7444814030843665,0.6150857882809967,0.260038240917782,0.6272113219684785,0.7879674796747966,0.7870759289176089,0.185,0.4307116104868912,0.3416666666666667,0.6699999999999999,0.8283333333333331,0.1499999999999999,0.5780590717299576,0.6064814814814816,0.6687306501547988,0.4145454545454546,0.5616438356164384,0.601123595505618,0.4911504424778758,0.4346289752650177,0.6203703703703702,0.453968253968254,0.5949367088607596,0.1699999999999999,0.3064516129032258,0.5180722891566265,0.33173076923076916,49,17-2199.11,Urban Designer,Engineering: Built Environment,76,68,54,66,66,84,70,66,72,62,Senior Urban Designer,Chief Urban Planner,Urban Development Firm Founder,City Planning Director,Sustainable Cities Consultant,Plan awesome cities—turn chaos into cool urban vibes!
17-3031.00,Surveying and Mapping Technicians,0.5124359912216533,0.6766129032258066,0.5746686303387334,0.3625768857235352,0.544973544973545,0.6015217391304348,0.6851385390428212,0.5900621118012424,0.4347169811320753,0.4841298796059831,0.5334139703658907,0.4046617028164453,0.1939360830374214,0.6040527500804116,0.6130081300813008,0.4891760904684975,0.1516666666666666,0.7415730337078652,0.0,0.505,0.825,0.0,0.5105485232067508,0.4166666666666667,0.696594427244582,0.3127272727272726,0.5616438356164384,0.5786516853932584,0.3849557522123892,0.4098939929328623,0.5416666666666665,0.453968253968254,0.4472573839662448,0.2149999999999998,0.3548387096774194,0.4096385542168674,0.5480769230769229,51,17-3031.00,Surveyor,Engineering: Built Environment,70,64,50,60,62,76,66,64,68,60,Senior Surveyor,Land Surveying Firm Owner,Infrastructure Project Manager,Geospatial Analyst,Real Estate Consultant,Map the land—mark the spots where cities rise!
19-1013.00,Soil and Plant Scientists,0.8280907095830284,0.5161290322580646,0.7837997054491899,0.7445775331822595,0.3519910888331941,0.5586956521739131,0.6242653232577667,0.6012422360248448,0.7494339622641509,0.7752645020065668,0.8358028424553978,0.6005179669796047,0.3468997541655285,0.5403666773882276,0.8113821138211383,0.8355411954765751,0.185,0.3277153558052434,0.1199999999999999,0.9533333333333333,0.905,0.1133333333333333,0.6160337552742614,0.5601851851851853,0.8142414860681116,0.36,0.6301369863013702,0.5730337078651688,0.6637168141592917,0.6643109540636042,0.7777777777777775,0.6317460317460318,0.7130801687763715,0.4749999999999998,0.3774193548387096,0.3895582329317268,0.5576923076923075,71,19-1013.00,Food Technologist,Science & Research,72,64,62,66,66,84,68,64,72,60,Senior Food Technologist,Food Industry R&D Head,Food Startup Founder,Nutrition Consultant,Quality Assurance Director,Cook up food magic—make tasty science happen!
19-1021.00,Biochemists and Biophysicists,0.8412582297000731,0.5266129032258065,0.8910162002945508,0.8255098737455484,0.4207741576162628,0.7663043478260869,0.7279596977329975,0.7418633540372671,0.8671698113207545,0.8606348048157605,0.8645297853039009,0.623826481061832,0.0,0.6719202315857189,0.8809756097560975,0.953150242326333,0.2683333333333333,0.3651685393258427,0.1366666666666667,1.0,0.6833333333333331,0.1933333333333333,0.8902953586497886,0.7222222222222223,0.9690402476780188,0.3090909090909092,0.54337899543379,0.7752808988764044,0.8451327433628317,0.9257950530035336,0.976851851851852,0.5650793650793652,0.970464135021097,0.5699999999999998,0.3096774193548386,0.678714859437751,0.6057692307692306,64,19-1021.00,Biochemist,Science & Research,80,68,70,66,66,86,70,60,72,58,Senior Biochemist,Biotech Research Director,Pharma Startup Founder,Biochemistry Professor,Clinical Research Head,Mix potions for science—unlock life’s tiny mysteries!
19-1029.04,Biologists,0.8280907095830284,0.5405913978494624,0.7873343151693668,0.7717707996115246,0.3620161514898357,0.7069565217391305,0.6624685138539045,0.6206211180124224,0.7494339622641509,0.8026267785479752,0.6915633504687029,0.5584331498866947,0.2502048620595466,0.630106143454487,0.7996747967479674,0.8481421647819062,0.22,0.5318352059925093,0.3216666666666666,0.9949999999999998,0.5249999999999999,0.2599999999999999,0.4177215189873415,0.5370370370370372,0.8111455108359132,0.4,0.8036529680365296,0.48876404494382,0.6769911504424777,0.4946996466431096,0.787037037037037,0.6285714285714287,0.510548523206751,0.2749999999999999,0.4838709677419355,0.6104417670682729,0.40865384615384603,72,19-1029.04,Bioinformatics Analyst,Science & Research,82,72,74,70,64,90,74,60,74,58,Senior Bioinformatics Analyst,Genomics Research Director,Biotech Startup Founder,Bioinformatics Consultant,Health Data Scientist,Decode DNA riddles—blend biology with tech brilliance!
